"FID_","ID_seq_num","prov_sale","prov_kill","lat","long_","race_tail","race_tree","bcr"
,"172011245 2003","BC","BC",53.000000,-123.333333," "," ","WRockies"
,"172011403 2003","BC","BC",49.250000,-124.333333," "," ","WRockies"
,"172011630 2003","BC","BC",49.166666,-123.133333," "," ","WRockies"
,"172011676 2003","BC","BC",49.166666,-123.133333," "," ","WRockies"
,"172011870 2003","BC","BC",49.250000,-124.333333," "," ","WRockies"
,"172120046 2005","MB","MB",50.050000,-100.166666," "," ","ERockies"
,"172120050 2005","MB","MB",53.700000,-101.400000," "," ","ERockies"
,"172010067 2002","AB","AB",58.400000,-115.866666," "," ","ERockies"
,"172020058 2006","ON","AB",52.550000,-111.850000," "," ","ERockies"
,"172020171 2005","AB","AB",53.633333,-111.850000," "," ","ERockies"
,"172020173 2005","AB","AB",53.633333,-111.850000," "," ","ERockies"
,"172020181 2006","ON","SK",52.650000,-105.550000," "," ","ERockies"
,"172020366 2006","ON","MB",50.100000,-97.316666," "," ","ERockies"
,"172020410 2006","MB","MB",50.300000,-100.200000," "," ","ERockies"
,"172020419 2006","ON","SK",51.916666,-103.483333," "," ","ERockies"
,"172020456 2005","ON","SK",51.766666,-105.450000," "," ","ERockies"
,"172020460 2005","ON","SK",51.766666,-105.450000," "," ","ERockies"
,"172020478 2005","ON","MB",49.600000,-97.133333," "," ","ERockies"
,"172020502 2005","ON","MB",49.600000,-97.133333," "," ","ERockies"
,"172020504 2005","ON","MB",49.600000,-97.133333," "," ","ERockies"
,"172020518 2005","ON","MB",49.600000,-97.133333," "," ","ERockies"
,"172020539 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020541 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020543 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020545 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020547 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020549 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020551 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020584 2005","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172020588 2005","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172020590 2005","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172020592 2005","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172020596 2005","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172020596 2006","ON","SK",51.883333,-105.450000," "," ","ERockies"
,"172020598 2005","MB","MB",49.966666,-99.733333," "," ","ERockies"
,"172020598 2006","ON","SK",51.883333,-105.450000," "," ","ERockies"
,"172020600 2006","ON","SK",51.883333,-105.450000," "," ","ERockies"
,"172020623 2006","ON","MB",50.100000,-97.316666," "," ","ERockies"
,"172020625 2006","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020645 2006","MB","MB",50.350000,-100.216666," "," ","ERockies"
,"172020647 2006","MB","MB",50.350000,-100.216666," "," ","ERockies"
,"172020649 2006","MB","MB",50.350000,-100.216666," "," ","ERockies"
,"172020651 2006","MB","MB",50.350000,-100.216666," "," ","ERockies"
,"172020701 2006","ON","SK",51.866666,-103.433333," "," ","ERockies"
,"172020703 2006","ON","SK",51.916666,-103.483333," "," ","ERockies"
,"172020705 2006","ON","SK",51.916666,-103.483333," "," ","ERockies"
,"172020707 2006","ON","SK",51.800000,-103.483333," "," ","ERockies"
,"172020744 2005"," "," ",0.000000,0.000000," "," ","WRockies"
,"172020746 2005"," "," ",0.000000,0.000000," "," ","WRockies"
,"172020819 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172020889 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021005 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021007 2006","ON","MB",50.616666,-100.583333," "," ","ERockies"
,"172021009 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021011 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021013 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021015 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021031 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021033 2006","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172021042 2006","ON","MB",50.883333,-97.433333," "," ","ERockies"
,"172021052 2006"," "," ",0.000000,0.000000," "," ","WRockies"
,"172021068 2005"," "," ",0.000000,0.000000," "," ","WRockies"
,"172021080 2006","ON","MB",50.883333,-97.550000," "," ","ERockies"
,"172021082 2006","ON","MB",50.883333,-97.550000," "," ","ERockies"
,"172021098 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172021230 2005","ON","SK",49.883333,-105.583333," "," ","ERockies"
,"172021232 2005","ON","SK",49.883333,-105.583333," "," ","ERockies"
,"172021234 2005","ON","SK",49.883333,-105.583333," "," ","ERockies"
,"172021236 2005","ON","SK",49.883333,-105.583333," "," ","ERockies"
,"172021238 2005","ON","SK",49.883333,-105.583333," "," ","ERockies"
,"172021240 2005","ON","SK",49.883333,-105.583333," "," ","ERockies"
,"172021289 2005","MB","MB",50.283333,-100.200000," "," ","ERockies"
,"172021291 2005","MB","MB",50.283333,-100.200000," "," ","ERockies"
,"172021293 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172021419 2005","ON","SK",49.733333,-106.333333," "," ","ERockies"
,"172021450 2005"," "," ",0.000000,0.000000," "," ","WRockies"
,"172021700 2006","ON","MB",51.466666,-98.716666," "," ","ERockies"
,"172021702 2006","ON","MB",51.466666,-98.716666," "," ","ERockies"
,"172021891 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172021893 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172021895 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172021897 2005","ON","MB",50.200000,-97.200000," "," ","ERockies"
,"172022562 2005","AB","AB",49.616666,-112.483333," "," ","ERockies"
,"172022563 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022564 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022565 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022566 2005","AB","AB",49.616666,-112.483333," "," ","ERockies"
,"172022568 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022571 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022572 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022577 2005","AB","AB",49.633333,-112.500000," "," ","ERockies"
,"172022618 2005","AB","AB",49.566666,-112.383333," "," ","ERockies"
,"172022625 2005","AB","AB",49.566666,-112.383333," "," ","ERockies"
,"172022780 2005"," "," ",0.000000,0.000000," "," ","WRockies"
,"172023746 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172023748 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172023773 2005"," "," ",0.000000,0.000000," "," ","WRockies"
,"172024054 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172024056 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172024208 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172024209 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172024442 2004","ON","MB",51.733333,-100.066666," "," ","ERockies"
,"172024483 2004"," "," ",0.000000,0.000000," "," ","WRockies"
,"172024518 2004","ON","MB",51.666666,-99.966666," "," ","ERockies"
,"172024526 2004","ON","MB",50.600000,-100.566666," "," ","ERockies"
,"172024538 2004","ON","MB",50.883333,-97.550000," "," ","ERockies"
,"172024540 2004","ON","MB",50.883333,-97.550000," "," ","ERockies"
,"172110301 2003","BC","BC",49.250000,-124.333333," "," ","WRockies"
,"172110305 2003","BC","BC",54.050000,-124.083333," "," ","WRockies"
,"172110308 2003","BC","BC",49.166666,-122.866666," "," ","WRockies"
,"172110316 2003","BC","BC",49.116666,-123.083333," "," ","WRockies"
,"172110320 2003","BC","BC",49.900000,-119.500000," "," ","WRockies"
,"172110347 2003","BC","BC",53.983333,-128.650000," "," ","WRockies"
,"172110395 2003","BC","BC",49.116666,-123.083333," "," ","WRockies"
,"172120054 2005","MB","MB",50.833333,-98.333333," "," ","ERockies"
,"172120055 2005","MB","MB",50.833333,-98.333333," "," ","ERockies"
,"172120104 2005","MB","MB",50.000000,-99.683333," "," ","ERockies"
,"172120116 2005","MB","MB",50.616666,-97.050000," "," ","ERockies"
,"172120165 2005","MB","MB",57.016666,-90.133333," "," ","ERockies"
,"172120166 2005","MB","MB",51.066666,-97.616666," "," ","ERockies"
,"172120175 2005","MB","MB",57.016666,-90.133333," "," ","ERockies"
,"172120214 2005","AB","AB",49.583333,-111.783333," "," ","ERockies"
,"172120241 2004","SK","SK",50.766666,-103.650000," "," ","ERockies"
,"172120243 2004","SK","SK",52.800000,-108.300000," "," ","ERockies"
,"172120385 2004","MB","MB",51.066666,-97.616666," "," ","ERockies"
,"172120391 2004","MB","MB",49.783333,-96.950000," "," ","ERockies"
,"172120424 2004","MB","MB",49.866666,-97.416666," "," ","ERockies"
,"172120442 2004","MB","MB",49.933333,-98.316666," "," ","ERockies"
,"172120443 2004","MB","MB",49.950000,-99.750000," "," ","ERockies"
,"172120448 2004","MB","MB",52.450000,-100.983333," "," ","ERockies"
,"172120452 2004","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172120453 2004","MB","MB",49.733333,-100.466666," "," ","ERockies"
,"172120454 2004","MB","MB",0.000000,0.000000," "," ","WRockies"
,"172120459 2004"," ","MB",50.000000,-97.500000," "," ","ERockies"
,"172120460 2004","MB","MB",49.300000,-99.066666," "," ","ERockies"
,"172120464 2004","MB","MB",50.966666,-97.133333," "," ","ERockies"
,"172120466 2004","MB","MB",49.866666,-97.383333," "," ","ERockies"
,"172120470 2004","MB","MB",52.216666,-100.916666," "," ","ERockies"
,"172120473 2004","MB","MB",50.050000,-100.183333," "," ","ERockies"
,"172120475 2004","MB","MB",50.050000,-100.183333," "," ","ERockies"
,"172120476 2004","MB","MB",49.983333,-98.300000," "," ","ERockies"
,"172120477 2004","MB","MB",50.066666,-97.316666," "," ","ERockies"
,"172120479 2004","MB","MB",50.983333,-99.616666," "," ","ERockies"
,"172201861 2005","BC","BC",48.733333,-123.700000," "," ","WRockies"
,"172201864 2005","AB","AB",50.533333,-112.900000," "," ","ERockies"
,"172210078 2003","BC","BC",50.900000,-118.900000," "," ","WRockies"
,"172210203 2003","BC","BC",50.666666,-119.116666," "," ","WRockies"
,"172210222 2003","BC","BC",49.883333,-119.483333," "," ","WRockies"
,"172210224 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210226 2003","BC","BC",49.100000,-123.116666," "," ","WRockies"
,"172210227 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210229 2003","BC","BC",49.083333,-123.016666," "," ","WRockies"
,"172210233 2003","BC","BC",49.316666,-122.500000," "," ","WRockies"
,"172210236 2003","BC","BC",49.183333,-121.716666," "," ","WRockies"
,"172210238 2003","BC","BC",49.733333,-116.850000," "," ","WRockies"
,"172210239 2003","BC","BC",49.033333,-117.616666," "," ","WRockies"
,"172210241 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210247 2003","BC","BC",48.750000,-123.583333," "," ","WRockies"
,"172210250 2003","BC","BC",49.866666,-119.450000," "," ","WRockies"
,"172210253 2003"," ","BC",50.683333,-119.766666," "," ","WRockies"
,"172210256 2003","BC","BC",54.316666,-129.333333," "," ","WRockies"
,"172210257 2003"," ","BC",50.683333,-119.766666," "," ","WRockies"
,"172210258 2003","BC","BC",54.316666,-129.333333," "," ","WRockies"
,"172210263 2003","BC","BC",49.083333,-123.100000," "," ","WRockies"
,"172210266 2003","BC","BC",0.000000,0.000000," "," ","WRockies"
,"172210267 2003","BC","BC",49.266666,-122.733333," "," ","WRockies"
,"172210269 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210271 2003","BC","BC",49.033333,-123.150000," "," ","WRockies"
,"172210272 2003","BC","BC",49.116666,-123.116666," "," ","WRockies"
,"172210273 2003","BC","BC",49.133333,-116.500000," "," ","WRockies"
,"172210274 2003","BC","BC",49.083333,-123.100000," "," ","WRockies"
,"172210276 2003","BC","BC",49.700000,-116.850000," "," ","WRockies"
,"172210278 2003","BC","BC",49.166666,-122.866666," "," ","WRockies"
,"172210279 2003","BC","BC",53.766666,-132.183333," "," ","WRockies"
,"172210282 2003","BC","BC",49.233333,-117.683333," "," ","WRockies"
,"172210284 2003","BC","BC",49.083333,-123.100000," "," ","WRockies"
,"172210285 2003","BC","BC",49.233333,-117.683333," "," ","WRockies"
,"172210287 2003","BC","BC",50.666666,-119.250000," "," ","WRockies"
,"172210288 2003","BC","BC",49.900000,-119.500000," "," ","WRockies"
,"172210290 2003","BC","BC",49.883333,-119.483333," "," ","WRockies"
,"172210292 2003","BC","BC",49.266666,-122.733333," "," ","WRockies"
,"172210294 2003","BC","BC",53.000000,-122.500000," "," ","WRockies"
,"172210295 2003","BC","BC",50.666666,-119.250000," "," ","WRockies"
,"172210296 2003","SK","BC",49.066666,-122.883333," "," ","WRockies"
,"172210297 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172210298 2003","BC","BC",49.266666,-122.733333," "," ","WRockies"
,"172210300 2003","BC","BC",49.900000,-119.500000," "," ","WRockies"
,"172210303 2003","BC","BC",50.033333,-126.266666," "," ","WRockies"
,"172210305 2003","BC","BC",49.033333,-117.616666," "," ","WRockies"
,"172210307 2003","BC","BC",49.733333,-116.850000," "," ","WRockies"
,"172210309 2003","BC","BC",49.166666,-122.866666," "," ","WRockies"
,"172210311 2003","BC","BC",49.166666,-122.866666," "," ","WRockies"
,"172210313 2003","BC","BC",50.033333,-126.266666," "," ","WRockies"
,"172210315 2003","BC","BC",53.983333,-128.650000," "," ","WRockies"
,"172210316 2003","BC","BC",0.000000,0.000000," "," ","WRockies"
,"172210317 2003","BC","BC",49.766666,-116.850000," "," ","WRockies"
,"172210318 2003","BC","BC",0.000000,0.000000," "," ","WRockies"
,"172210319 2003","BC","BC",49.733333,-116.850000," "," ","WRockies"
,"172210361 2003","BC","BC",0.000000,0.000000," "," ","WRockies"
,"172210641 2003","BC","BC",49.150000,-123.183333," "," ","WRockies"
,"172210702 2003","BC","BC",49.250000,-124.333333," "," ","WRockies"
,"172210709 2003","BC","BC",49.900000,-119.500000," "," ","WRockies"
,"172210710 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210711 2003","BC","BC",50.666666,-119.250000," "," ","WRockies"
,"172210712 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210713 2003","BC","BC",50.666666,-119.250000," "," ","WRockies"
,"172210714 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172210718 2003","BC","BC",49.883333,-119.483333," "," ","WRockies"
,"172210719 2003","BC","BC",49.083333,-123.016666," "," ","WRockies"
,"172210750 2003","BC","BC",0.000000,0.000000," "," ","WRockies"
,"172211084 2003","BC","BC",54.316666,-129.883333," "," ","WRockies"
,"172211087 2003","BC","BC",48.983333,-123.083333," "," ","WRockies"
,"172211094 2003","BC","BC",53.983333,-128.650000," "," ","WRockies"
,"172211098 2003","BC","BC",49.166666,-122.866666," "," ","WRockies"
,"172211100 2003","BC","BC",49.166666,-122.866666," "," ","WRockies"
,"172211102 2003","BC","BC",53.000000,-123.333333," "," ","WRockies"
,"172211103 2003","BC","BC",49.266666,-122.733333," "," ","WRockies"
,"172211105 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211107 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211109 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211114 2003","BC","BC",54.083333,-124.800000," "," ","WRockies"
,"172211121 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211122 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211124 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211125 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211127 2003","BC","BC",49.233333,-125.100000," "," ","WRockies"
,"172211130 2003","BC","BC",49.116666,-123.116666," "," ","WRockies"
,"172211131 2003","BC","BC",54.316666,-129.266666," "," ","WRockies"
,"172211136 2003","BC","BC",49.233333,-125.100000," "," ","WRockies"
,"172211139 2003","BC","BC",49.233333,-125.083333," "," ","WRockies"
,"172211140 2003","BC","BC",49.233333,-125.083333," "," ","WRockies"
,"172211143 2003","BC","BC",50.216666,-119.050000," "," ","WRockies"
,"172211145 2003","BC","BC",49.883333,-119.483333," "," ","WRockies"
,"172211151 2003"," ","BC",50.683333,-119.766666," "," ","WRockies"
,"172211155 2003","BC","BC",55.766666,-120.316666," "," ","ERockies"
,"172211157 2003","BC","BC",49.650000,-116.816666," "," ","WRockies"
,"172211158 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211160 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211161 2003","BC","BC",54.066666,-124.483333," "," ","WRockies"
,"172211163 2003","BC","BC",54.033333,-124.500000," "," ","WRockies"
,"172211164 2003","BC","BC",49.016666,-122.716666," "," ","WRockies"
,"172211166 2003","BC","BC",49.466666,-117.483333," "," ","WRockies"
,"172211173 2003","BC","BC",54.316666,-129.333333," "," ","WRockies"
,"172211177 2003","BC","BC",50.033333,-126.300000," "," ","WRockies"
,"172211179 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211180 2003","BC","BC",49.883333,-119.483333," "," ","WRockies"
,"172211502 2003","BC","BC",49.666666,-124.950000," "," ","WRockies"
,"172211503 2003"," ","BC",50.683333,-119.766666," "," ","WRockies"
,"172211504 2003","BC","BC",54.316666,-129.333333," "," ","WRockies"
,"172211507 2003","BC","BC",49.233333,-117.683333," "," ","WRockies"
,"172211508 2003","BC","BC",48.433333,-123.650000," "," ","WRockies"
,"172211509 2003","BC","BC",49.066666,-122.800000," "," ","WRockies"
,"172211510 2003","BC","BC",53.000000,-122.500000," "," ","WRockies"
,"172211514 2003","BC","BC",53.000000,-122.500000," "," ","WRockies"
,"172211517 2003","BC","BC",49.666666,-124.950000," "," ","WRockies"
,"172211519 2003","BC","BC",54.316666,-129.333333," "," ","WRockies"
,"172211520 2003","BC","BC",55.766666,-120.316666," "," ","ERockies"
,"172211583 2003","BC","BC",54.050000,-124.083333," "," ","WRockies"
,"172211586 2003","BC","BC",49.150000,-122.683333," "," ","WRockies"
,"172211656 2003","BC","BC",48.800000,-123.366666," "," ","WRockies"
,"172211657 2003","BC","BC",48.800000,-123.366666," "," ","WRockies"
,"172211658 2003","BC","BC",53.250000,-132.150000," "," ","WRockies"
,"172211659 2003","BC","BC",54.016666,-128.600000," "," ","WRockies"
,"172211662 2003","SK","SK",49.983333,-108.900000," "," ","ERockies"
,"172211663 2003","SK","SK",49.616666,-101.900000," "," ","ERockies"
,"172211664 2003","SK","SK",51.216666,-103.666666," "," ","ERockies"
,"172211667 2003","SK","SK",49.766666,-105.866666," "," ","ERockies"
,"172211669 2003","AB","SK",51.800000,-105.466666," "," ","ERockies"
,"172211670 2003","SK","SK",53.633333,-107.900000," "," ","ERockies"
,"172211672 2003","SK","SK",53.633333,-107.900000," "," ","ERockies"
,"172211673 2003","AB","SK",51.800000,-105.466666," "," ","ERockies"
,"172211674 2003","SK","SK",49.583333,-101.550000," "," ","ERockies"
,"172211676 2003","SK","SK",52.033333,-107.566666," "," ","ERockies"
,"172211677 2003","SK","SK",50.650000,-107.883333," "," ","ERockies"
,"172211679 2003","AB","SK",51.800000,-105.466666," "," ","ERockies"
,"172211681 2003","SK","SK",0.000000,0.000000," "," ","WRockies"
,"172211682 2003","SK","SK",53.200000,-105.766666," "," ","ERockies"
,"172211683 2003","SK","SK",50.366666,-108.483333," "," ","ERockies"
,"172211685 2003","SK","SK",50.483333,-104.033333," "," ","ERockies"
,"172211686 2003","SK","SK",53.200000,-104.483333," "," ","ERockies"
,"172211687 2003","SK","SK",50.483333,-104.033333," "," ","ERockies"
,"172211688 2003","SK","SK",53.200000,-104.483333," "," ","ERockies"
,"172211689 2003","SK","SK",50.483333,-104.033333," "," ","ERockies"
,"172211690 2003","SK","SK",53.516666,-103.550000," "," ","ERockies"
,"172211691 2003","SK","SK",53.166666,-109.166666," "," ","ERockies"
,"172211692 2003","SK","SK",53.200000,-104.483333," "," ","ERockies"
,"172211693 2003","SK","SK",0.000000,0.000000," "," ","WRockies"
,"172211694 2003","SK","SK",0.000000,0.000000," "," ","WRockies"
,"172211696 2003","SK","SK",53.200000,-104.483333," "," ","ERockies"
,"172211697 2003","AB","AB",53.833333,-115.283333," "," ","ERockies"
,"172211698 2003","SK","SK",53.516666,-103.550000," "," ","ERockies"
,"172211700 2003","SK","SK",0.000000,0.000000," "," ","WRockies"
,"172211702 2003","SK","SK",52.266666,-109.833333," "," ","ERockies"
,"172211703 2003","SK","SK",53.200000,-105.766666," "," ","ERockies"
,"172211707 2003","SK","SK",0.000000,0.000000," "," ","WRockies"
,"172211709 2003","SK","SK",53.200000,-105.766666," "," ","ERockies"
,"172211712 2003"," ","SK",50.400000,-104.566666," "," ","ERockies"
,"172211713 2003","SK","SK",50.766666,-103.666666," "," ","ERockies"
,"172211715 2003","SK","SK",50.766666,-103.650000," "," ","ERockies"
,"172211716 2003","SK","SK",49.600000,-103.750000," "," ","ERockies"
,"172211717 2003","SK","SK",49.650000,-104.516666," "," ","ERockies"
,"172211718 2003","ON","SK",51.366666,-105.100000," "," ","ERockies"
,"172211721 2003","SK","SK",53.166666,-109.166666," "," ","ERockies"
,"172211722 2003","SK","SK",51.816666,-106.366666," "," ","ERockies"
,"172211723 2003","SK","SK",53.516666,-103.550000," "," ","ERockies"
,"172211724 2003","SK","SK",51.816666,-106.400000," "," ","ERockies"
,"172211725 2003","SK","SK",0.000000,0.000000," "," ","WRockies"
,"172211726 2003","SK","SK",53.566666,-104.483333," "," ","ERockies"
,"172211727 2003","SK","SK",50.766666,-103.650000," "," ","ERockies"
,"172211728 2003","SK","SK",53.200000,-105.766666," "," ","ERockies"
,"172211730 2003","BC","SK",51.666666,-105.833333," "," ","ERockies"
,"172211732 2003","SK","SK",52.266666,-109.833333," "," ","ERockies"
,"172211734 2003","SK","SK",52.266666,-109.833333," "," ","ERockies"
,"172211735 2003","SK","SK",53.466666,-103.833333," "," ","ERockies"
,"172211736 2003","AB","AB",49.583333,-112.516666," "," ","ERockies"
,"172211737 2003","SK","SK",53.466666,-103.833333," "," ","ERockies"
,"172211738 2003","SK","SK",51.033333,-102.116666," "," ","ERockies"
,"172211740 2003","SK","SK",50.150000,-104.850000," "," ","ERockies"
,"172211742 2003","SK","SK",50.766666,-103.650000," "," ","ERockies"
,"172211744 2003","SK","SK",50.766666,-103.650000," "," ","ERockies"
,"172211746 2003","SK","SK",53.633333,-107.900000," "," ","ERockies"
,"172211747 2003","SK","SK",50.833333,-103.866666," "," ","ERockies"
,"172211748 2003","SK","SK",53.633333,-107.900000," "," ","ERockies"
,"172211749 2003","SK","SK",50.466666,-104.616666," "," ","ERockies"
,"172211750 2003","SK","SK",53.633333,-107.900000," "," ","ERockies"
,"172211751 2003","SK","SK",50.650000,-107.883333," "," ","ERockies"
,"172211752 2003","SK","SK",50.333333,-102.583333," "," ","ERockies"
,"172211753 2003","SK","SK",50.650000,-107.883333," "," ","ERockies"
,"172211754 2003","SK","SK",52.433333,-108.700000," "," ","ERockies"
,"172211758 2003","SK","SK",53.200000,-104.483333," "," ","ERockies"
,"172211759 2003","SK","SK",50.483333,-104.033333," "," ","ERockies"
,"172211761 2003","SK","SK",53.466666,-103.833333," "," ","ERockies"
,"172211763 2003","SK","SK",52.466666,-108.600000," "," ","ERockies"
,"172211765 2003","SK","SK",53.283333,-103.216666," "," ","ERockies"
,"172211766 2003","SK","SK",49.016666,-103.133333," "," ","ERockies"
,"172211767 2003","SK","SK",53.200000,-105.850000," "," ","ERockies"
,"172211768 2003","SK","SK",53.283333,-103.216666," "," ","ERockies"
,"172211770 2003","SK","SK",53.283333,-103.216666," "," ","ERockies"
,"172211772 2003","SK","SK",53.516666,-103.550000," "," ","ERockies"
,"172211774 2003","SK","SK",51.016666,-104.100000," "," ","ERockies"
,"172211776 2003","SK","SK",53.283333,-103.216666," "," ","ERockies"
,"172211778 2003","SK","SK",53.283333,-103.216666," "," ","ERockies"
,"172211780 2003","SK","SK",53.283333,-103.216666," "," ","ERockies"
,"172212362 2003","SK","SK",52.033333,-107.566666," "," ","ERockies"
,"172212376 2003","BC","SK",51.700000,-104.183333," "," ","ERockies"
,"172212380 2003","SK","SK",53.050000,-105.550000," "," ","ERockies"
,"172212601 2002","BC","BC",48.433333,-123.716666," "," ","WRockies"
,"172220061 2005","AB","AB",52.516666,-111.300000," "," ","ERockies"
,"172220062 2005","AB","AB",50.566666,-112.883333," "," ","ERockies"
,"172220064 2005","AB","AB",50.566666,-112.883333," "," ","ERockies"
,"172220065 2005","AB","AB",50.950000,-114.083333," "," ","ERockies"
,"172220067 2005","AB","AB",54.450000,-110.233333," "," ","ERockies"
,"172220068 2005","AB","AB",50.850000,-114.083333," "," ","ERockies"
,"172220070 2005","AB","AB",52.083333,-112.433333," "," ","ERockies"
,"172220071 2005","AB","AB",52.500000,-112.850000," "," ","ERockies"
,"172220072 2005","AB","AB",51.533333,-112.416666," "," ","ERockies"
,"172220074 2005","BC","AB",55.333333,-119.400000," "," ","ERockies"
,"172220078 2005","AB","AB",52.366666,-114.350000," "," ","ERockies"
,"172220081 2005","AB","AB",50.566666,-112.883333," "," ","ERockies"
,"172220082 2005","MB","MB",50.250000,-97.150000," "," ","ERockies"
,"172220084 2005","MB","SK",50.400000,-105.766666," "," ","ERockies"
,"172220085 2005","MB","MB",50.983333,-96.933333," "," ","ERockies"
,"172220086 2005","MB","MB",50.116666,-98.266666," "," ","ERockies"
,"172220088 2005","MB","MB",49.550000,-97.216666," "," ","ERockies"
,"172220092 2005","MB","MB",49.550000,-97.216666," "," ","ERockies"
,"172220093 2005","MB","MB",49.866666,-97.300000," "," ","ERockies"
,"172220095 2005","MB","MB",49.866666,-97.300000," "," ","ERockies"
,"172220096 2005","MB","MB",50.200000,-98.283333," "," ","ERockies"
,"172220097 2005","MB","MB",50.616666,-100.666666," "," ","ERockies"
,"172220099 2005","MB","MB",50.966666,-100.983333," "," ","ERockies"
,"172220100 2005","AB","AB",54.250000,-110.200000," "," ","ERockies"
,"172220101 2005","MB","MB",49.883333,-97.133333," "," ","ERockies"
,"172220102 2005","AB","AB",58.400000,-115.866666," "," ","ERockies"
,"172220105 2005","AB","AB",50.866666,-112.966666," "," ","ERockies"
,"172220108 2005","AB","AB",50.866666,-112.966666," "," ","ERockies"
,"172220110 2005","AB","AB",53.416666,-110.850000," "," ","ERockies"
,"172220112 2005","AB","AB",53.250000,-111.000000," "," ","ERockies"
,"172220113 2005","AB","AB",50.866666,-112.966666," "," ","ERockies"
,"172220114 2005","AB","AB",51.666666,-113.816666," "," ","ERockies"
,"172220115 2005","AB","AB",49.200000,-113.300000," "," ","WRockies"
,"172220117 2005","AB","AB",55.300000,-116.916666," "," ","ERockies"
,"172220120 2005","AB","AB",50.866666,-112.966666," "," ","ERockies"
,"172220124 2005","MB","MB",50.050000,-97.483333," "," ","ERockies"
,"172220125 2005","MB","MB",51.366666,-98.550000," "," ","ERockies"
,"172220126 2005","MB","MB",50.800000,-97.083333," "," ","ERockies"
,"172220127 2005","MB","MB",51.366666,-98.533333," "," ","ERockies"
,"172220128 2005","MB","MB",49.466666,-99.166666," "," ","ERockies"
,"172220130 2005","MB","MB",49.550000,-99.100000," "," ","ERockies"
